km;height
1662.947;101.1
1662.958;100.5
1662.969;100
1662.98;99.4
1662.985;99.1
1662.996;98.5
1663.005;98.3
1663.02;97.3
1663.026;97.2
1663.04;96
1663.051;94.8
1663.062;94.6
1663.076;92.2
1663.087;91.2
1663.097;90
1663.108;88.8
1663.12;87.5
1663.131;86.3
1663.143;85.3
1663.154;84.8
1663.165;84.4
1663.177;83.9
1663.188;83.5
1663.2;83
1663.211;82.6
1663.223;82.1
1663.234;81.7
1663.245;81.6
1663.257;82
1663.268;82.3
1663.28;82.7
1663.291;83.1
1663.302;83.5
1663.313;83.9
1663.325;84.3
1663.336;84.7
1663.348;84.9
1663.359;84.8
1663.37;84.7
1663.382;84.7
1663.393;84.6
1663.404;84.6
1663.416;84.5
1663.427;84.5
1663.438;84.4
1663.45;84.4
1663.461;84.4
1663.472;84.4
1663.484;84.4
1663.495;84.4
1663.507;84.5
1663.518;84.5
1663.53;84.5
1663.541;84.5
1663.553;84.5
1663.564;84.6
1663.574;84.6
1663.585;84.7
1663.597;84.7
1663.609;84.7
1663.62;84.8
1663.631;84.8
1663.642;84.8
1663.646;84.9
1663.66;85.6
1663.666;86
1663.677;86.7
1663.688;87.4
1663.699;88.1
1663.705;88.5
1663.717;89.2
1663.728;89.9
1663.739;90.6
1663.75;90.9
1663.755;90.9
1663.765;91.9
1663.777;92.4
1663.788;92.7
1663.799;93.1
1663.805;93.3
1663.816;93.6
1663.828;94
1663.839;94.3
1663.85;94.7
1663.855;94.8
1663.866;95.2
1663.877;95.8
1663.888;96.5
1663.899;97.3
1663.905;97.6
1663.916;98.4
1663.928;99.1
1663.938;99.8
1663.95;100.5
1663.96;101.2
1663.966;101.6
1663.977;102.3
1663.989;103.1
1664;103.8
1664.005;104.2
1664.017;105
1664.028;105.8
1664.039;106.5
1664.05;107.3
1664.055;107.7
1664.067;108.5
1664.077;109.2
1664.089;109.9
1664.1;110.5
1664.105;110.8
1664.116;111.3
1664.126;111.9
1664.137;112.4
1664.149;113
1664.16;113.6
1664.165;113.8
1664.176;114.4
1664.187;115
1664.198;115.5
1664.209;115.7
1664.215;115.8
1664.226;115.9
1664.238;116.1
1664.249;116.3
1664.26;116.5
1664.266;116.6
1664.277;116.8
1664.288;117
1664.299;117.1
1664.305;117.2
1664.316;117.5
1664.327;117.8
1664.338;118.1
1664.349;118.4
1664.36;118.7
1664.366;118.9
1664.377;119.2
1664.388;119.5
1664.4;119.8
1664.406;119.9
1664.416;120.2
1664.428;120.3
1664.439;120.3
1664.45;120.3
1664.456;120.3
1664.467;120.3
1664.478;120.4
1664.49;120.4
1664.495;120.4
1664.507;120.4
1664.518;120.4
1664.529;120.5
1664.54;120.5
1664.546;120.5
1664.557;120.6
1664.567;120.6
1664.578;120.6
1664.589;120.7
1664.601;120.7
1664.606;120.7
1664.618;120.8
1664.629;120.8
1664.639;120.9
1664.651;121
1664.656;121.1
1664.667;121.2
1664.678;121.3
1664.69;121.5
1664.695;121.5
1664.705;121.7
1664.717;121.8
1664.728;121.9
1664.739;122.1
1664.75;122.2
1664.756;122.3
1664.768;122.5
1664.779;122.7
1664.79;122.9
1664.796;123
1664.807;123.1
1664.818;123.3
1664.83;123.5
1664.838;123.6
1664.85;123.8
1664.855;123.9
1664.867;124
1664.878;124.1
1664.889;124.2
1664.9;124.2
1664.905;124.3
1664.916;124.4
1664.927;124.4
1664.936;124.5
1664.947;124.6
1664.959;124.7
1664.97;124.7
1664.975;124.7
1664.986;124.7
1664.996;124.7
1665.007;124.6
1665.018;124.6
1665.029;124.6
1665.04;124.6
1665.046;124.6
1665.057;124.5
1665.068;124.5
1665.079;124.5
1665.09;124.6
1665.101;124.6
1665.106;124.6
1665.117;124.7
1665.128;124.7
1665.139;124.7
1665.145;124.8
1665.156;124.8
1665.167;124.8
1665.179;124.9
1665.19;125
1665.196;125
1665.207;125.1
1665.219;125.2
1665.23;125.4
1665.235;125.4
1665.247;125.5
1665.257;125.6
1665.268;125.7
1665.279;125.8
1665.29;125.9
1665.295;126
1665.307;126.1
1665.318;126.2
1665.329;126.3
1665.34;126.4
1665.345;126.5
1665.357;126.6
1665.368;126.7
1665.379;126.8
1665.385;126.9
1665.396;127
1665.408;127.1
1665.419;127.2
1665.43;127.3
1665.436;127.3
1665.447;127.4
1665.458;127.5
1665.469;127.6
1665.48;127.7
1665.486;127.8
1665.497;127.8
1665.508;127.9
1665.519;128
1665.53;128.1
1665.535;128.1
1665.547;128.2
1665.558;128.3
1665.569;128.3
1665.581;128.4
1665.586;128.4
1665.597;128.5
1665.608;128.6
1665.62;128.7
1665.625;128.7
1665.637;128.8
1665.648;128.9
1665.659;128.9
1665.671;129
1665.676;129.1
1665.688;129.1
1665.699;129.2
1665.71;129.3
1665.715;129.3
1665.727;129.4
1665.738;129.5
1665.75;129.4
1665.755;129.4
1665.766;129.3
1665.777;129.2
1665.788;129.2
1665.799;129.1
1665.81;129.1
1665.816;129
1665.827;129
1665.838;128.9
1665.849;128.8
1665.861;128.8
1665.866;128.8
1665.877;128.7
1665.889;128.6
1665.9;128.6
1665.906;128.5
1665.917;128.5
1665.928;128.4
1665.939;128.4
1665.945;128.3
1665.956;128.3
1665.968;128.4
1665.978;128.4
1665.99;128.5
1666;128.6
1666.006;128.6
1666.017;128.7
1666.028;128.7
1666.04;128.8
1666.045;128.9
1666.057;128.9
1666.067;129
1666.078;128.9
1666.089;128.9
1666.1;128.9
1666.106;128.9
1666.117;128.9
1666.128;128.8
1666.139;128.8
1666.15;128.8
1666.156;128.8
1666.167;128.8
1666.178;128.8
1666.189;128.8
1666.2;128.8
1666.205;128.8
1666.216;128.8
1666.227;128.8
1666.238;128.8
1666.249;128.8
1666.26;128.8
1666.265;128.8
1666.277;128.9
1666.288;128.8
1666.299;128.8
1666.31;128.8
1666.316;128.8
1666.327;128.8
1666.339;128.8
1666.35;128.7
1666.355;128.7
1666.366;128.7
1666.378;128.7
1666.389;128.7
1666.4;128.7
1666.406;128.7
1666.417;128.7
1666.428;128.7
1666.439;128.7
1666.451;128.7
1666.456;128.7
1666.467;128.7
1666.479;128.7
1666.49;128.7
1666.495;128.7
1666.506;128.7
1666.518;128.7
1666.529;128.7
1666.541;128.7
1666.546;128.7
1666.557;128.7
1666.568;128.7
1666.579;128.7
1666.591;128.7
1666.596;128.7
1666.607;128.7
1666.618;128.7
1666.63;128.7
1666.635;128.7
1666.647;128.6
1666.658;128.6
1666.669;128.5
1666.68;128.5
1666.686;128.5
1666.697;128.4
1666.709;128.4
1666.72;128.3
1666.726;128.3
1666.737;128.2
1666.748;128.1
1666.759;128.1
1666.765;128
1666.776;127.9
1666.787;127.9
1666.798;127.8
1666.809;127.7
1666.82;127.6
1666.826;127.6
1666.837;127.5
1666.848;127.4
1666.859;127.3
1666.871;127.3
1666.876;127.2
1666.888;127.1
1666.899;127
1666.91;127
1666.916;126.9
1666.927;126.8
1666.938;126.8
1666.949;126.7
1666.961;126.6
1666.966;126.5
1666.977;126.4
1666.989;126.3
1667;126.3
1667.006;126.2
1667.017;126.1
1667.028;126
1667.039;125.9
1667.049;125.8
1667.06;125.8
1667.066;125.8
1667.077;125.8
1667.088;125.8
1667.099;125.8
1667.11;125.8
1667.116;125.8
1667.127;125.8
1667.139;125.7
1667.15;125.7
1667.156;125.7
1667.167;125.7
1667.177;125.8
1667.189;125.8
1667.2;125.8
1667.206;125.8
1667.217;125.8
1667.228;125.8
1667.24;125.9
1667.245;125.9
1667.256;125.9
1667.268;125.9
1667.279;125.9
1667.291;125.9
1667.296;125.9
1667.306;126
1667.318;126
1667.329;126
1667.34;126
1667.346;126
1667.357;126
1667.369;126
1667.38;126
1667.385;126
1667.397;126.1
1667.408;126.2
1667.419;126.3
1667.43;126.3
1667.436;126.4
1667.447;126.4
1667.458;126.5
1667.469;126.6
1667.48;126.6
1667.486;126.7
1667.497;126.8
1667.508;126.9
1667.519;126.9
1667.53;127.1
1667.535;127.1
1667.546;127.2
1667.557;127.3
1667.568;127.4
1667.579;127.5
1667.59;127.6
1667.596;127.7
1667.607;127.7
1667.618;127.7
1667.629;127.8
1667.641;127.8
1667.646;127.8
1667.657;127.8
1667.668;127.8
1667.679;127.9
1667.69;127.9
1667.696;127.9
1667.707;127.9
1667.719;127.9
1667.73;127.9
1667.735;127.9
1667.746;127.8
1667.758;127.8
1667.769;127.8
1667.78;127.8
1667.786;127.8
1667.797;127.7
1667.808;127.7
1667.82;127.7
1667.825;127.7
1667.836;127.7
1667.847;127.7
1667.858;127.7
1667.869;127.7
1667.88;127.6
1667.885;127.6
1667.896;127.6
1667.907;127.6
1667.918;127.6
1667.929;127.6
1667.935;127.6
1667.946;127.4
1667.957;127.3
1667.969;127.2
1667.98;127.1
1667.985;127
1667.996;126.9
1668.008;126.8
1668.019;126.7
1668.03;126.6
1668.036;126.5
1668.047;126.5
1668.059;126.5
1668.07;126.5
1668.075;126.5
1668.086;126.5
1668.097;126.4
1668.107;126.4
1668.118;126.4
1668.129;126.4
1668.14;126.4
1668.15;126.4
1668.156;126.4
1668.167;126.5
1668.177;126.6
1668.189;126.6
1668.2;126.7
1668.206;126.7
1668.217;126.8
1668.228;126.9
1668.24;127
1668.245;127
1668.256;127.1
1668.268;127.1
1668.277;127.2
1668.288;127.2
1668.3;127.3
1668.305;127.3
1668.317;127.3
1668.328;127.4
1668.339;127.4
1668.35;127.5
1668.356;127.5
1668.367;127.6
1668.378;127.7
1668.39;127.8
1668.401;127.9
1668.406;128
1668.417;128.1
1668.429;128.2
1668.44;128.3
1668.446;128.4
1668.457;128.5
1668.468;128.6
1668.479;128.7
1668.49;128.7
1668.496;128.8
1668.507;128.8
1668.519;128.9
1668.529;129
1668.541;129
1668.546;129
1668.558;129.1
1668.569;129.2
1668.581;129.2
1668.586;129.3
1668.598;129.3
1668.608;129.4
1668.619;129.4
1668.629;129.5
1668.635;129.5
1668.646;129.5
1668.658;129.6
1668.669;129.6
1668.681;129.7
1668.686;129.7
1668.698;129.8
1668.709;129.9
1668.72;130
1668.725;130
1668.737;130.1
1668.748;130.2
1668.759;130.3
1668.765;130.4
1668.776;130.5
1668.788;130.6
1668.799;130.7
1668.81;130.8
1668.816;130.8
1668.827;130.9
1668.839;131
1668.85;131.2
1668.855;131.2
1668.867;131.3
1668.878;131.4
1668.889;131.5
1668.9;131.6
1668.906;131.7
1668.917;131.8
1668.928;131.9
1668.938;132
1668.949;132.1
1668.96;132.3
1668.966;132.3
1668.977;132.5
1668.988;132.6
1668.999;132.7
1669.01;132.9
1669.016;132.9
1669.028;133.1
1669.039;133.2
1669.05;133.4
1669.056;133.5
1669.067;133.7
1669.078;133.8
1669.089;134
1669.1;134.2
1669.106;134.3
1669.117;134.4
1669.128;134.6
1669.139;134.8
1669.151;134.8
1669.156;134.8
1669.168;134.8
1669.179;134.8
1669.19;134.9
1669.196;134.9
1669.207;134.9
1669.218;134.9
1669.229;134.9
1669.24;134.9
1669.246;135
1669.257;135.1
1669.268;135.2
1669.28;135.3
1669.285;135.4
1669.297;135.5
1669.307;135.7
1669.319;135.8
1669.33;135.9
1669.335;136
1669.346;136.1
1669.357;136.2
1669.368;136.2
1669.38;136.1
1669.39;136
1669.396;136
1669.407;135.9
1669.418;135.8
1669.429;135.7
1669.44;135.6
1669.446;135.6
1669.457;135.5
1669.468;135.4
1669.479;135.5
1669.49;135.6
1669.496;135.6
1669.507;135.7
1669.518;135.8
1669.529;135.8
1669.54;135.9
1669.546;135.9
1669.557;136
1669.568;136.1
1669.579;136.2
1669.59;136.2
1669.596;136.3
1669.607;136.4
1669.618;136.5
1669.629;136.6
1669.64;136.7
1669.646;136.7
1669.657;136.8
1669.668;136.9
1669.679;137
1669.69;137.1
1669.696;137.2
1669.707;137.4
1669.719;137.6
1669.73;137.7
1669.735;137.8
1669.746;138
1669.757;138.2
1669.767;138.3
1669.778;138.5
1669.789;138.7
1669.8;138.8
1669.806;138.9
1669.817;138.9
1669.828;138.9
1669.839;139
1669.845;139
1669.856;139
1669.867;139.1
1669.878;139.1
1669.889;139.2
1669.9;139.2
1669.906;139.2
1669.917;139.3
1669.929;139.3
1669.94;139.4
1669.946;139.4
1669.957;139.5
1669.968;139.5
1669.979;139.6
1669.99;139.6
1669.996;139.6
1670.007;139.7
1670.018;139.7
1670.029;139.7
1670.04;139.7
1670.046;139.8
1670.056;139.8
1670.067;139.8
1670.079;139.8
1670.09;139.8
1670.095;139.8
1670.106;139.8
1670.117;139.8
1670.128;139.8
1670.14;139.8
1670.145;139.7
1670.157;139.7
1670.168;139.6
1670.178;139.6
1670.19;139.5
1670.196;139.5
1670.207;139.5
1670.218;139.4
1670.229;139.4
1670.24;139.3
1670.246;139.3
1670.257;139.4
1670.268;139.4
1670.279;139.4
1670.285;139.5
1670.296;139.5
1670.307;139.5
1670.318;139.5
1670.33;139.6
1670.341;139.6
1670.346;139.6
1670.357;139.6
1670.368;139.5
1670.378;139.5
1670.39;139.5
1670.396;139.4
1670.407;139.4
1670.418;139.4
1670.426;139.3
1670.439;139.3
1670.445;139.2
1670.456;139.2
1670.467;139.1
1670.479;139.1
1670.489;139
1670.495;139
1670.506;138.9
1670.517;138.8
1670.527;138.8
1670.538;138.7
1670.549;138.6
1670.561;138.5
1670.566;138.5
1670.577;138.5
1670.589;138.5
1670.6;138.5
1670.61;138.5
1670.616;138.6
1670.627;138.6
1670.638;138.6
1670.649;138.6
1670.66;138.6
1670.666;138.6
1670.677;138.6
1670.688;138.5
1670.699;138.3
1670.709;138.2
1670.715;138.1
1670.726;138
1670.737;137.9
1670.748;137.7
1670.76;137.6
1670.765;137.5
1670.776;137.4
1670.788;137.3
1670.799;137.2
1670.81;137.2
1670.815;137.2
1670.826;137.1
1670.838;137.1
1670.849;137.1
1670.86;137
1670.865;137
1670.877;136.9
1670.888;136.9
1670.899;136.9
1670.91;137
1670.916;137
1670.927;137.1
1670.938;137.1
1670.949;137.2
1670.96;137.2
1670.966;137.3
1670.977;137.3
1670.987;137.4
1670.998;137.4
1671.009;137.5
1671.02;137.6
1671.026;137.6
1671.037;137.7
1671.048;137.8
1671.059;137.8
1671.07;137.9
1671.075;137.9
1671.086;138
1671.097;138.1
1671.109;138.1
1671.119;138.2
1671.125;138.2
1671.136;138.2
1671.148;138.2
1671.158;138.2
1671.17;138.3
1671.175;138.3
1671.186;138.3
1671.197;138.3
1671.209;138.3
1671.22;138.4
1671.226;138.4
1671.236;138.4
1671.248;138.4
1671.259;138.4
1671.27;138.4
1671.275;138.4
1671.286;138.4
1671.297;138.4
1671.309;138.4
1671.32;138.4
1671.326;138.5
1671.337;138.5
1671.348;138.6
1671.359;138.6
1671.365;138.7
1671.377;138.7
1671.388;138.8
1671.399;138.9
1671.41;138.9
1671.415;139
1671.426;139
1671.438;139.1
1671.449;139.2
1671.46;139.2
1671.466;139.2
1671.478;139.2
1671.489;139.2
1671.5;139.2
1671.505;139.2
1671.516;139.2
1671.527;139.2
1671.538;139.2
1671.549;139.2
1671.561;139.3
1671.566;139.4
1671.578;139.5
1671.589;139.6
1671.6;139.7
1671.611;139.8
1671.616;139.8
1671.628;139.9
1671.638;140
1671.65;140.1
1671.661;140.2
1671.666;140.3
1671.678;140.4
1671.689;140.6
1671.7;140.7
1671.705;140.8
1671.716;141
1671.727;141.1
1671.737;141.2
1671.746;141.3
1671.757;141.5
1671.766;141.6
1671.778;141.8
1671.789;141.9
1671.799;142.1
1671.811;142.2
1671.816;142.3
1671.827;142.4
1671.839;142.6
1671.85;142.7
1671.856;142.8
1671.867;142.9
1671.877;143.1
1671.888;143.2
1671.899;143.3
1671.91;143.4
1671.916;143.5
1671.927;143.6
1671.939;143.7
1671.949;143.9
1671.96;144
1671.966;144
1671.977;144.2
1671.988;144.3
1671.999;144.4
1672.01;144.7
1672.016;144.8
1672.027;145
1672.038;145.2
1672.049;145.4
1672.06;145.6
1672.065;145.7
1672.077;145.9
1672.088;146.2
1672.1;146.4
1672.105;146.4
1672.117;146.5
1672.128;146.6
1672.139;146.7
1672.148;146.8
1672.155;146.9
1672.166;146.9
1672.178;147
1672.189;147.1
1672.2;147.2
1672.206;147.3
1672.217;147.4
1672.228;147.5
1672.239;147.6
1672.25;147.7
1672.256;147.7
1672.267;147.8
1672.278;147.9
1672.29;148
1672.295;148.1
1672.306;148.2
1672.318;148.3
1672.328;148.4
1672.34;148.5
1672.346;148.6
1672.357;148.7
1672.367;148.8
1672.378;148.9
1672.39;149.1
1672.395;149.1
1672.406;149.2
1672.417;149.3
1672.427;149.5
1672.438;149.6
1672.45;149.7
1672.455;149.7
1672.467;149.8
1672.477;149.9
1672.489;150
1672.5;150.1
1672.505;150.1
1672.516;150.2
1672.527;150.3
1672.538;150.4
1672.55;150.5
1672.555;150.5
1672.567;150.5
1672.578;150.6
1672.59;150.7
1672.595;150.7
1672.607;150.8
1672.618;150.8
1672.629;150.9
1672.64;150.9
1672.646;151
1672.657;150.9
1672.668;150.8
1672.679;150.7
1672.69;150.6
1672.696;150.5
1672.707;150.4
1672.719;150.3
1672.73;150.1
1672.735;150.1
1672.747;150
1672.758;149.8
1672.769;149.8
1672.779;149.8
1672.785;149.8
1672.796;149.7
1672.807;149.7
1672.818;149.7
1672.829;149.7
1672.84;149.6
1672.845;149.6
1672.857;149.6
1672.867;149.6
1672.878;149.6
1672.889;149.7
1672.9;149.8
1672.906;149.8
1672.917;149.9
1672.927;149.9
1672.938;150
1672.949;150.1
1672.961;150.2
1672.966;150.2
1672.978;150.3
1672.989;150.3
1672.999;150.4
1673.005;150.5
1673.016;150.5
1673.027;150.6
1673.039;150.7
1673.05;150.8
1673.055;150.8
1673.066;150.9
1673.078;151
1673.089;151.1
1673.1;151.1
1673.105;151.1
1673.116;151.1
1673.128;151.1
1673.139;151.1
1673.15;151.1
1673.156;151.1
1673.167;151.1
1673.178;151.1
1673.188;151.1
1673.199;151.1
1673.21;151.1
1673.216;151.1
1673.227;151.1
1673.238;151.1
1673.25;151.2
1673.255;151.2
1673.267;151.2
1673.278;151.2
1673.289;151.2
1673.3;151.3
1673.306;151.3
1673.317;151.2
1673.328;151
1673.34;150.9
1673.345;150.8
1673.356;150.7
1673.367;150.5
1673.378;150.3
1673.389;150.2
1673.4;150
1673.406;150
1673.417;149.8
1673.428;149.5
1673.439;149.2
1673.45;148.8
1673.456;148.6
1673.468;148.3
1673.479;147.9
1673.491;147.5
1673.496;147.3
1673.507;147
1673.519;146.7
1673.529;146.3
1673.54;146
1673.546;145.8
1673.557;145.5
1673.569;145.3
1673.58;145
1673.586;144.8
1673.597;144.5
1673.608;144.2
1673.619;143.9
1673.63;143.6
1673.636;143.5
1673.646;143.2
1673.658;143
1673.669;142.8
1673.68;142.6
1673.685;142.5
1673.696;142.2
1673.707;142
1673.718;141.8
1673.729;141.6
1673.74;141.4
1673.746;141.2
1673.757;141
1673.768;140.7
1673.78;140.4
1673.786;140.3
1673.796;140.1
1673.807;139.8
1673.818;139.5
1673.83;139.3
1673.835;139.1
1673.846;138.9
1673.858;138.7
1673.866;138.3
1673.88;137.3
1673.885;136.9
1673.896;136.2
1673.908;135.5
1673.919;134.8
1673.93;134.1
1673.936;133.8
1673.947;133.1
1673.958;132.4
1673.969;131.7
1673.98;132.1
1673.986;132.3
1673.997;132.7
1674.009;133.2
1674.02;133.6
1674.03;134
1674.036;134.2
1674.047;134.7
1674.059;135.1
1674.07;135.5
1674.076;135.7
1674.087;135.9
1674.098;136
1674.107;136.1
1674.119;136.3
1674.13;136.4
1674.14;136.5
1674.146;136.5
1674.157;136.6
1674.166;136.7
1674.177;136.8
1674.189;137
1674.198;137
1674.205;137.3
1674.216;137.2
1674.228;137
1674.237;136.9
1674.248;136.8
1674.26;136.7
1674.268;136.6
1674.279;136.4
1674.29;136.3
1674.296;136.4
1674.307;136.6
1674.318;136.7
1674.329;136.9
1674.34;137.1
1674.346;137.2
1674.357;137.4
1674.367;137.6
1674.378;137.8
1674.389;138
1674.4;138.2
1674.411;138.4
1674.416;138.5
1674.427;138.7
1674.437;138.9
1674.448;139.1
1674.46;139.3
1674.465;139.4
1674.477;139.6
1674.487;139.8
1674.498;140
1674.51;140.2
1674.515;140.3
1674.527;140.5
1674.538;140.6
1674.548;140.8
1674.56;141
1674.565;141.1
1674.577;141.3
1674.588;141.4
1674.599;141.5
1674.61;141.6
1674.616;141.6
1674.627;141.7
1674.639;141.8
1674.65;141.9
1674.655;141.9
1674.667;142
1674.677;142.2
1674.689;142.3
1674.7;142.5
1674.706;142.5
1674.716;142.7
1674.727;142.8
1674.739;142.9
1674.749;143.1
1674.76;143.2
1674.766;143.3
1674.777;143.4
1674.788;143.6
1674.798;143.7
1674.809;143.8
1674.82;144
1674.825;144
1674.836;144.2
1674.847;144.3
1674.857;144.4
1674.868;144.5
1674.879;144.6
1674.89;144.7
1674.896;144.8
1674.907;144.9
1674.918;145
1674.929;145
1674.94;145.1
1674.946;145.2
1674.957;145.3
1674.968;145.5
1674.979;145.6
1674.988;145.8
1674.999;145.9
1675.01;146.1
1675.016;146.2
1675.027;146.3
1675.038;146.5
1675.049;146.7
1675.061;146.9
1675.066;147
1675.078;147.1
1675.088;147.3
1675.099;147.5
1675.11;147.7
1675.116;147.8
1675.127;148
1675.138;148.3
1675.15;148.4
1675.16;148.6
1675.166;148.6
1675.177;148.8
1675.188;149
1675.2;149.1
1675.211;149.3
1675.216;149.3
1675.227;149.5
1675.238;149.6
1675.25;149.9
1675.255;150
1675.266;150.2
1675.277;150.4
1675.288;150.7
1675.299;150.9
1675.31;151.1
1675.315;151.2
1675.326;151.5
1675.337;151.7
1675.347;151.8
1675.358;152
1675.369;152.2
1675.38;152.3
1675.386;152.4
1675.397;152.6
1675.408;152.7
1675.42;152.9
1675.425;153
1675.437;153.2
1675.448;153.4
1675.459;153.6
1675.465;153.7
1675.476;153.9
1675.486;154.1
1675.498;154.4
1675.51;154.6
1675.515;154.7
1675.526;154.8
1675.537;154.8
1675.548;154.8
1675.56;154.8
1675.565;154.8
1675.576;154.8
1675.588;154.8
1675.599;154.8
1675.61;154.8
1675.615;154.8
1675.626;154.8
1675.637;154.7
1675.648;154.7
1675.66;154.6
1675.665;154.6
1675.676;154.5
1675.686;154.5
1675.696;154.4
1675.706;154.4
1675.717;154.3
1675.728;154.2
1675.74;154.1
1675.75;154
1675.756;154
1675.767;153.9
1675.776;153.9
1675.787;153.8
1675.798;153.7
1675.808;153.6
1675.819;153.5
1675.83;153.4
1675.836;153.3
1675.847;153.2
1675.859;153.1
1675.87;153
1675.875;153
1675.887;152.9
1675.898;152.8
1675.909;152.7
1675.92;152.8
1675.926;152.8
1675.937;152.8
1675.948;152.9
1675.96;152.9
1675.965;152.9
1675.976;152.9
1675.987;153
1675.998;153
1676.009;153.2
1676.02;153.4
1676.026;153.5
1676.037;153.7
1676.048;153.9
1676.059;154
1676.07;154.2
1676.076;154.3
1676.087;154.5
1676.098;154.7
1676.11;154.7
1676.115;154.8
1676.127;154.9
1676.138;155
1676.146;155.1
1676.157;155.1
1676.167;155.2
1676.177;155.3
1676.187;155.4
1676.201;155.3
1676.206;155.3
1676.218;155.3
1676.229;155.3
1676.24;155.2
1676.246;155.2
1676.26;155.2
1676.266;155.1
1676.277;155.1
1676.287;155
1676.299;154.7
1676.31;154.5
1676.315;154.4
1676.327;154.2
1676.338;154
1676.349;153.8
1676.36;153.6
1676.366;153.5
1676.377;153.3
1676.388;153.3
1676.4;153.3
1676.405;153.3
1676.417;153.3
1676.428;153.3
1676.439;153.3
1676.45;153.3
1676.456;153.3
1676.467;153.3
1676.478;153.1
1676.49;152.9
1676.495;152.7
1676.507;152.5
1676.518;152.2
1676.529;152
1676.54;151.8
1676.546;151.6
1676.557;151.4
1676.568;151.1
1676.579;150.9
1676.59;150.7
1676.596;150.6
1676.607;150.4
1676.618;150.2
1676.63;150
1676.635;149.9
1676.646;149.7
1676.657;149.5
1676.668;149.2
1676.679;148.8
1676.69;148.5
1676.695;148.3
1676.706;148
1676.718;147.7
1676.729;147.4
1676.74;147
1676.745;146.9
1676.76;146.5
1676.766;146.4
1676.777;146.3
1676.788;146.1
1676.799;146
1676.81;145.8
1676.816;145.7
1676.827;145.6
1676.838;145.4
1676.848;145.3
1676.859;145.2
1676.87;145.1
1676.876;145
1676.887;144.9
1676.898;144.8
1676.909;144.7
1676.92;144.5
1676.926;144.5
1676.937;144.4
1676.947;144.3
1676.958;144.3
1676.969;144.3
1676.979;144.3
1676.985;144.3
1676.996;144.3
1677.008;144.3
1677.019;144.3
1677.03;144.3
1677.035;144.3
1677.046;144.3
1677.058;144.2
1677.068;144.2
1677.079;144.1
1677.09;144.1
1677.095;144.1
1677.11;144
1677.116;144
1677.127;144
1677.139;144
1677.15;144
1677.156;144.1
1677.167;144.1
1677.177;144.2
1677.188;144.2
1677.198;144.3
1677.208;144.4
1677.219;144.4
1677.225;144.4
1677.237;144.4
1677.248;144.3
1677.259;144.1
1677.27;144
1677.276;144
1677.287;143.8
1677.299;143.7
1677.31;143.6
1677.315;143.6
1677.326;143.5
1677.336;143.9
1677.348;144.3
1677.359;144.6
1677.368;144.9
1677.379;145.3
1677.39;145.7
1677.396;145.9
1677.406;146.2
1677.418;146.6
1677.429;146.9
1677.44;147.1
1677.446;147.2
1677.457;147.4
1677.469;147.6
1677.479;147.8
1677.485;147.9
1677.496;148.1
1677.505;148.3
1677.516;148.5
1677.527;148.6
1677.539;148.7
1677.547;148.8
1677.559;149
1677.569;149.1
1677.575;149.2
1677.586;149.3
1677.595;149.3
1677.608;149.5
1677.619;149.7
1677.63;149.9
1677.636;149.9
1677.647;150.1
1677.658;150.3
1677.669;150.4
1677.68;150.6
1677.686;150.7
1677.698;150.9
1677.708;151
1677.72;151.2
1677.725;151.3
1677.737;151.5
1677.748;151.7
1677.759;151.9
1677.77;152.1
1677.776;152.2
1677.786;152.4
1677.798;152.6
1677.808;152.7
1677.819;152.8
1677.83;152.9
1677.835;153
1677.846;153.1
1677.857;153.2
1677.868;153.3
1677.879;153.4
1677.891;153.5
1677.896;153.6
1677.907;153.7
1677.918;153.8
1677.929;154
1677.935;154
1677.946;154.1
1677.957;154.3
1677.968;154.4
1677.976;154.4
1677.989;154.7
1678;154.9
1678.006;155
1678.016;155.3
1678.027;155.5
1678.038;155.7
1678.048;156
1678.059;156.2
1678.065;156.3
1678.076;156.6
1678.087;156.8
1678.098;157.2
1678.109;157.5
1678.12;157.8
1678.126;158
1678.138;158.3
1678.149;158.7
1678.16;159
1678.166;159.2
1678.177;159.5
1678.188;159.7
1678.199;160
1678.21;160.2
1678.216;160.4
1678.227;160.6
1678.238;160.8
1678.249;161.1
1678.26;161.3
1678.266;161.5
1678.277;161.7
1678.288;162
1678.3;162.2
1678.306;162.4
1678.315;162.6
1678.327;162.9
1678.338;163.1
1678.349;163.4
1678.36;163.6
1678.365;163.8
1678.377;164
1678.388;164.3
1678.399;164.6
1678.409;164.8
1678.42;165.1
1678.425;165.2
1678.437;165.5
1678.448;165.8
1678.459;166
1678.47;166.1
1678.476;166.1
1678.486;166.1
1678.497;166.1
1678.508;166.1
1678.519;166.1
1678.53;166.1
1678.535;166.1
1678.547;166.1
1678.558;166.1
1678.568;166
1678.579;166
1678.585;166
1678.596;165.9
1678.607;165.9
1678.619;165.8
1678.63;165.8
1678.636;165.7
1678.647;165.7
1678.658;165.7
1678.669;165.6
1678.68;165.6
1678.686;165.6
1678.697;165.5
1678.708;165.5
1678.719;165.5
1678.73;165.4
1678.735;165.4
1678.747;165.4
1678.758;165.3
1678.769;165.2
1678.78;165.1
1678.786;165.1
1678.797;165
1678.808;165
1678.819;164.9
1678.825;164.9
1678.837;164.8
1678.848;164.7
1678.859;164.7
1678.87;164.6
1678.876;164.6
1678.887;164.6
1678.898;164.5
