km;height
1694.779;167.4
1694.79;167.4
1694.795;167.4
1694.807;167.3
1694.818;167.1
1694.828;167
1694.84;166.9
1694.845;166.8
1694.856;166.6
1694.867;166.5
1694.878;166.4
1694.889;166.2
1694.9;166.1
1694.906;166
1694.916;165.9
1694.928;165.7
1694.939;165.6
1694.95;165.5
1694.955;165.4
1694.966;165.3
1694.977;165.1
1694.988;165
1694.999;164.9
1695.011;164.7
1695.016;164.7
1695.028;164.5
1695.038;164.4
1695.049;164.3
1695.055;164.2
1695.067;164.1
1695.078;163.9
1695.089;163.8
1695.099;163.7
1695.11;163.5
1695.116;163.5
1695.126;163.4
1695.137;163.2
1695.149;163.1
1695.16;163
1695.166;162.9
1695.177;162.8
1695.188;162.7
1695.199;162.6
1695.21;162.6
1695.215;162.6
1695.227;162.5
1695.238;162.5
1695.249;162.5
1695.26;162.5
1695.265;162.5
1695.276;162.5
1695.288;162.5
1695.298;162.5
1695.31;162.4
1695.315;162.4
1695.327;162.4
1695.337;162.4
1695.349;162.3
1695.36;162.3
1695.365;162.3
1695.377;162.2
1695.388;162.2
1695.4;162.2
1695.405;162.1
1695.416;162
1695.427;161.9
1695.439;161.8
1695.449;161.7
1695.455;161.7
1695.466;161.6
1695.478;161.4
1695.489;161.3
1695.5;161.2
1695.505;161.2
1695.517;161
1695.527;160.8
1695.539;160.7
1695.55;160.5
1695.555;160.5
1695.567;160.3
1695.578;160.1
1695.589;160
1695.6;159.8
1695.606;159.6
1695.617;159.2
1695.628;158.8
1695.64;158.4
1695.645;158.3
1695.656;157.9
1695.667;157.5
1695.679;157.1
1695.69;156.7
1695.696;156.5
1695.707;156.5
1695.718;156.7
1695.729;156.8
1695.735;156.9
1695.746;157
1695.757;157.1
1695.767;157.3
1695.779;157.4
1695.789;157.5
1695.801;157.6
1695.806;157.5
1695.817;157.4
1695.828;157.2
1695.839;157
1695.85;156.9
1695.856;156.8
1695.866;156.6
1695.877;156.5
1695.889;156.3
1695.9;156.1
1695.905;156.2
1695.916;156.2
1695.927;156.2
1695.938;156.3
1695.949;156.3
1695.961;156.3
1695.966;156.3
1695.977;156.4
1695.988;156.4
1695.999;156.5
1696.01;156.7
1696.016;156.9
1696.027;157.2
1696.038;157.5
1696.049;157.8
1696.055;157.9
1696.066;158.2
1696.078;158.5
1696.089;158.8
1696.1;159.1
1696.106;159.2
1696.117;159.5
1696.128;159.8
1696.139;160
1696.15;160.3
1696.156;160.5
1696.166;160.7
1696.177;161
1696.188;161.3
1696.2;161.5
1696.205;161.5
1696.216;161.5
1696.228;161.5
1696.239;161.4
1696.25;161.4
1696.255;161.4
1696.266;161.4
1696.278;161.4
1696.289;161.3
1696.3;161.3
1696.305;161.3
1696.317;161.3
1696.33;161.2
1696.335;161.2
1696.346;161.2
1696.358;161.1
1696.369;161.1
1696.38;161.1
1696.386;161.1
1696.397;161
1696.408;161
1696.419;161
1696.43;161
1696.436;161
1696.447;161
1696.458;161
1696.469;161
1696.475;161
1696.486;161
1696.497;161
1696.508;161
1696.519;161.1
1696.531;161.1
1696.536;161.1
1696.547;161.1
1696.559;161.1
1696.57;161.2
1696.575;161.2
1696.587;161.2
1696.598;161.2
1696.609;161.2
1696.619;161.2
1696.63;161.3
1696.635;161.3
1696.646;161.3
1696.658;161.3
1696.669;161.3
1696.68;161.4
1696.686;161.4
1696.697;161.4
1696.707;161.4
1696.719;161.4
1696.73;161.4
1696.735;161.4
1696.746;161.4
1696.756;161.4
1696.767;161.4
1696.779;161.4
1696.789;161.4
1696.795;161.4
1696.806;161.4
1696.818;161.4
1696.828;161.4
1696.839;161.4
1696.85;161.5
1696.856;161.5
1696.867;161.5
1696.878;161.5
1696.89;161.5
1696.896;161.5
1696.907;161.5
1696.918;161.5
1696.929;161.5
1696.94;161.5
1696.946;161.5
1696.957;161.6
1696.968;161.6
1696.979;161.6
1696.99;161.6
1696.996;161.6
1697.007;161.6
1697.017;161.6
1697.028;161.5
1697.04;161.5
1697.045;161.5
1697.056;161.5
1697.067;161.4
1697.078;161.4
1697.089;161.4
1697.1;161.4
1697.105;161.3
1697.117;161.3
1697.128;161.2
1697.139;161.2
1697.15;161.1
1697.156;161.1
1697.167;161
1697.179;161
1697.19;160.9
1697.195;160.9
1697.207;160.9
1697.218;160.8
1697.229;160.8
1697.235;160.8
1697.246;160.7
1697.257;160.7
1697.268;160.7
1697.279;160.6
1697.291;160.6
1697.296;160.6
1697.307;160.5
1697.318;160.5
1697.329;160.5
1697.34;160.4
1697.346;160.4
1697.357;160.3
1697.368;160.3
1697.379;160.2
1697.391;160.2
1697.396;160.2
1697.407;160.2
1697.418;160.2
1697.43;160.2
1697.435;160.2
1697.446;160.2
1697.458;160.2
1697.469;160.2
1697.48;160.2
1697.485;160.2
1697.497;160.3
1697.508;160.2
1697.518;160.1
1697.529;160
1697.54;159.9
1697.546;159.8
1697.557;159.7
1697.568;159.6
1697.579;159.5
1697.59;159.4
1697.595;159.4
1697.607;159.3
1697.618;159.3
1697.629;159.3
1697.641;159.3
1697.646;159.3
1697.657;159.3
1697.669;159.3
1697.68;159.3
1697.686;159.3
1697.697;159.3
1697.708;159.3
1697.719;159.2
1697.725;159.2
1697.736;159.1
1697.747;159.1
1697.759;159
1697.769;158.9
1697.781;158.9
1697.786;158.8
1697.797;158.8
1697.809;158.7
1697.819;158.7
1697.831;158.6
1697.836;158.6
1697.848;158.5
1697.859;158.5
1697.87;158.5
1697.876;158.4
1697.887;158.4
1697.898;158.3
1697.909;158.3
1697.92;158.3
1697.926;158.3
1697.937;158.3
1697.948;158.2
1697.959;158.2
1697.971;158.2
1697.976;158.2
1697.988;158.2
1697.999;158.1
1698.01;158.2
1698.016;158.2
1698.027;158.2
1698.038;158.2
1698.049;158.2
1698.06;158.3
1698.065;158.3
1698.077;158.3
1698.088;158.3
1698.098;158.3
1698.109;158.4
1698.115;158.5
1698.126;158.6
1698.137;158.7
1698.149;158.8
1698.16;158.9
1698.165;159
1698.176;159.1
1698.188;159.2
1698.199;159.3
1698.21;159.5
1698.216;159.5
1698.227;159.6
1698.238;159.8
1698.25;159.9
1698.255;160
1698.266;160.1
1698.278;160.2
1698.288;160.3
1698.299;160.4
1698.311;160.5
1698.316;160.5
1698.327;160.5
1698.337;160.5
1698.346;160.5
1698.358;160.5
1698.367;160.6
1698.377;160.6
1698.388;160.6
1698.4;160.6
1698.405;160.7
1698.417;160.9
1698.428;161
1698.439;161.2
1698.45;161.3
1698.456;161.4
1698.467;161.6
1698.478;161.7
1698.489;161.9
1698.5;162
1698.506;162.1
1698.517;162.1
1698.528;162.2
1698.539;162.3
1698.55;162.4
1698.555;162.4
1698.566;162.5
1698.577;162.6
1698.588;162.6
1698.599;162.7
1698.61;162.8
1698.616;162.8
1698.627;162.9
1698.639;162.9
1698.65;163
1698.655;163
1698.667;163.1
1698.677;163.2
1698.688;163.2
1698.699;163.3
1698.71;163.3
1698.716;163.3
1698.727;163.4
1698.738;163.4
1698.75;163.4
1698.755;163.4
1698.766;163.4
1698.778;163.5
1698.789;163.5
1698.8;163.5
1698.806;163.5
1698.817;163.4
1698.827;163.4
1698.838;163.3
1698.849;163.3
1698.86;163.2
1698.866;163.2
1698.877;163.2
1698.888;163.1
1698.899;163.1
1698.91;163.1
1698.916;163.1
1698.927;163.1
1698.937;163.1
1698.948;163
1698.958;163
1698.969;163
1698.98;163
1698.985;163
1698.997;163
1699.008;162.9
1699.018;162.9
1699.03;162.8
1699.035;162.8
1699.046;162.7
1699.058;162.6
1699.069;162.6
1699.08;162.5
1699.085;162.5
1699.096;162.4
1699.107;162.4
1699.118;162.4
1699.128;162.4
1699.139;162.4
1699.15;162.4
1699.156;162.4
1699.167;162.4
1699.178;162.4
1699.189;162.4
1699.2;162.4
1699.206;162.3
1699.217;162.2
1699.228;162.1
1699.239;162
1699.25;161.9
1699.256;161.8
1699.266;161.7
1699.277;161.6
1699.288;161.5
1699.299;161.4
1699.305;161.4
1699.316;161.3
1699.328;161.3
1699.339;161.3
1699.35;161.2
1699.356;161.2
1699.367;161.2
1699.378;161.1
1699.39;161.1
1699.395;161.1
1699.406;161.1
1699.417;161.1
1699.428;161.1
1699.439;161.2
1699.449;161.2
1699.461;161.2
1699.466;161.2
1699.478;161.2
1699.489;161.3
1699.5;161.3
1699.506;161.3
1699.517;161.3
1699.528;161.3
1699.539;161.3
1699.55;161.3
1699.556;161.3
1699.568;161.3
1699.579;161.4
1699.59;161.4
1699.596;161.4
1699.607;161.4
1699.618;161.3
1699.629;161.3
1699.64;161.3
1699.645;161.3
1699.656;161.3
1699.667;161.3
1699.679;161.3
1699.69;161.3
1699.696;161.3
1699.707;161.3
1699.718;161.4
1699.729;161.4
1699.74;161.5
1699.745;161.5
1699.756;161.6
1699.767;161.7
1699.778;161.7
1699.789;161.8
1699.8;161.9
1699.806;161.8
1699.817;161.8
1699.827;161.7
1699.838;161.7
1699.849;161.7
1699.86;161.6
1699.865;161.6
1699.877;161.5
1699.888;161.5
1699.899;161.5
1699.905;161.6
1699.916;161.8
1699.927;161.9
1699.939;162.1
1699.95;162.3
1699.955;162.4
1699.966;162.6
1699.978;162.8
1699.989;163
1700;163.1
1700.006;163.1
1700.017;163.2
1700.028;163.2
1700.039;163.2
1700.051;163.2
1700.056;163.2
1700.068;163.2
1700.079;163.2
1700.09;163.2
1700.096;163.2
1700.106;163.2
1700.118;163.3
1700.129;163.3
1700.141;163.3
1700.146;163.3
1700.157;163.3
1700.168;163.4
1700.179;163.4
1700.19;163.4
1700.196;163.4
1700.207;163.5
1700.218;163.5
1700.229;163.6
1700.24;163.6
1700.246;163.7
1700.257;163.7
1700.268;163.8
1700.279;163.8
1700.29;163.9
1700.296;163.9
1700.307;164
1700.318;164.1
1700.329;164.2
1700.34;164.3
1700.345;164.3
1700.356;164.4
1700.368;164.5
1700.379;164.6
1700.39;164.7
1700.396;164.7
1700.407;164.8
1700.418;164.9
1700.429;165
1700.44;165.1
1700.446;165.1
1700.457;165.2
1700.468;165.3
1700.479;165.4
1700.49;165.5
1700.496;165.6
1700.506;165.7
1700.517;165.7
1700.528;165.8
1700.54;165.9
1700.546;165.9
1700.557;166
1700.568;166
1700.579;166.1
1700.59;166.2
1700.595;166.2
1700.608;166.3
1700.619;166.4
1700.625;166.4
1700.636;166.5
1700.648;166.6
1700.659;166.6
1700.67;166.7
1700.675;166.7
1700.686;166.8
1700.698;166.9
1700.709;166.9
1700.72;166.8
1700.725;166.8
1700.736;166.8
1700.747;166.7
1700.758;166.7
1700.769;166.6
1700.78;166.6
1700.786;166.6
1700.797;166.5
1700.808;166.6
1700.82;166.6
1700.83;166.7
1700.836;166.7
1700.847;166.7
1700.858;166.8
1700.869;166.9
1700.88;166.9
1700.886;166.9
1700.897;167
1700.908;167.1
1700.92;167.2
1700.925;167.2
1700.937;167.3
1700.948;167.4
1700.959;167.5
1700.97;167.6
1700.976;167.6
1700.987;167.7
1700.999;167.8
1701.01;168
1701.016;168.1
1701.027;168.3
1701.038;168.5
1701.049;168.7
1701.06;168.9
1701.066;169
1701.077;169.2
1701.088;169.4
1701.099;169.6
1701.11;169.8
1701.116;169.9
1701.127;170
1701.138;170.2
1701.149;170.4
1701.161;170.6
1701.166;170.7
1701.177;170.8
1701.188;171
1701.199;171.2
1701.21;171.4
1701.215;171.5
1701.227;171.7
1701.238;171.9
1701.249;172.1
1701.26;172.3
1701.266;172.4
1701.277;172.6
1701.288;172.8
1701.3;173
1701.305;173.1
1701.316;173.2
1701.33;173.4
1701.336;173.5
1701.347;173.6
1701.36;173.8
1701.366;173.9
1701.377;174.1
1701.389;174.2
1701.4;174.4
1701.405;174.4
1701.42;174.7
1701.425;174.8
1701.436;174.9
1701.445;175
1701.457;175.2
1701.468;175.4
1701.479;175.5
1701.49;175.7
1701.495;175.7
1701.507;175.8
1701.516;175.9
1701.526;175.9
1701.538;176
1701.549;176.1
1701.56;176.1
1701.565;176.2
1701.577;176.2
1701.588;176.3
1701.601;176.4
1701.606;176.4
1701.617;176.4
1701.629;176.5
1701.639;176.5
1701.645;176.6
1701.656;176.6
1701.668;176.6
1701.679;176.7
1701.69;176.7
1701.696;176.8
1701.707;176.7
1701.718;176.7
1701.729;176.6
1701.74;176.6
1701.745;176.6
1701.759;176.5
1701.771;176.5
1701.776;176.4
1701.787;176.4
1701.798;176.4
1701.81;176.1
1701.815;176
1701.826;175.8
1701.838;175.6
1701.849;175.4
1701.861;175.2
1701.866;175.1
1701.878;174.8
1701.889;174.6
1701.9;174.4
1701.906;174.3
1701.917;174
1701.928;173.8
1701.938;173.5
1701.949;173.3
1701.96;173
1701.965;172.9
1701.977;172.7
1701.987;172.4
1701.998;172.2
1702.009;172
1702.02;171.9
1702.026;171.9
1702.037;171.7
1702.049;171.6
1702.06;171.5
1702.066;171.5
1702.077;171.4
1702.087;171.2
1702.099;171.1
1702.11;171
1702.115;170.9
1702.126;170.8
1702.136;170.7
1702.148;170.5
1702.16;170.3
1702.165;170.3
1702.176;170.1
1702.187;170
1702.198;169.8
1702.209;169.7
1702.22;169.6
1702.226;169.5
1702.237;169.4
1702.248;169.3
1702.259;169.2
1702.271;169
1702.276;169
1702.287;168.9
1702.299;168.7
1702.31;168.6
1702.316;168.5
1702.327;168.3
1702.338;168.1
1702.349;167.9
1702.36;167.7
1702.366;167.7
1702.377;167.5
1702.388;167.3
1702.399;167.1
1702.41;166.9
1702.416;166.8
1702.427;166.6
1702.438;166.3
1702.449;166.1
1702.455;166
1702.466;165.8
1702.477;165.6
1702.488;165.3
1702.499;165.1
1702.51;164.8
1702.516;164.7
1702.527;164.4
1702.538;164.1
1702.549;163.8
1702.56;163.5
1702.566;163.3
1702.577;163
1702.588;162.7
1702.599;162.4
1702.61;162.1
1702.615;161.9
1702.626;161.5
1702.637;161.2
1702.648;160.8
1702.658;160.5
1702.669;160.1
1702.68;159.7
1702.685;159.6
1702.696;159.2
1702.707;158.8
1702.718;158.3
1702.729;157.9
1702.74;157.4
1702.746;157.2
1702.757;156.8
1702.768;156.3
1702.779;155.9
1702.79;155.4
1702.796;155.2
1702.807;154.8
1702.818;154.5
1702.829;154.1
1702.84;153.8
1702.845;153.6
1702.856;153.2
1702.867;152.8
1702.879;152.5
1702.89;152.1
1702.895;151.9
1702.906;151.6
1702.917;151.2
1702.928;150.9
1702.94;150.6
1702.945;150.4
1702.956;150.1
1702.967;149.8
1702.978;149.4
1702.99;149.1
1702.995;148.9
1703.006;148.7
1703.017;148.4
1703.028;148.2
1703.038;148
1703.049;147.8
1703.06;147.6
1703.066;147.5
1703.076;147.3
1703.088;147
1703.099;146.8
1703.11;146.6
1703.115;146.4
1703.125;146.2
1703.137;145.9
1703.147;145.7
1703.158;145.5
1703.168;145.2
1703.179;145
1703.19;144.7
1703.196;144.6
1703.207;144.3
1703.216;144.2
1703.225;144
1703.236;143.8
1703.247;143.5
1703.258;143.3
1703.27;143.1
1703.276;143
1703.287;142.7
1703.298;142.5
1703.308;142.2
1703.319;141.9
1703.33;141.6
1703.336;141.4
1703.346;141.1
1703.357;140.8
1703.367;140.4
1703.378;140.1
1703.39;139.8
1703.395;139.6
1703.406;139
1703.417;138.4
1703.428;137.6
1703.439;137
1703.45;136.3
1703.456;135.9
1703.467;135.3
1703.478;134.6
1703.488;133.9
1703.5;133.2
1703.505;132.5
1703.516;131.2
1703.527;130
1703.539;128.7
1703.546;127.8
1703.558;128.1
1703.568;128.8
1703.579;129.4
1703.585;129.7
1703.596;130.4
1703.607;131.6
1703.618;133
1703.63;134.5
1703.635;135.1
1703.646;136.5
1703.657;137.6
1703.665;138.9
1703.677;140.5
1703.688;141.9
1703.699;143.2
1703.705;143.3
1703.717;143.5
1703.728;143.6
1703.739;143.7
1703.749;143.9
1703.757;144
1703.768;144.2
1703.779;144.3
1703.79;144.5
1703.796;144.6
1703.807;144.5
1703.818;144.4
1703.829;144.3
1703.84;144.2
1703.846;144.1
1703.857;144
1703.868;143.9
1703.88;143.8
1703.891;143.7
1703.896;143.6
1703.907;142.9
1703.918;142.1
1703.93;141.2
1703.936;140.8
1703.947;140
1703.958;139.1
1703.969;138.3
1703.98;137.5
1703.985;137
1703.997;136.2
1704.008;136.4
1704.019;136.8
1704.031;137.2
1704.036;137.3
1704.047;137.7
1704.059;138.1
1704.07;138.5
1704.076;138.7
1704.087;139
1704.099;139.4
1704.11;139.3
1704.116;139.3
1704.127;139.2
1704.137;139.1
1704.149;139
1704.16;139
1704.166;138.9
1704.176;138.8
1704.188;138.8
1704.199;138.7
1704.21;138.4
1704.22;138.2
1704.226;138
1704.237;137.8
1704.249;137.5
1704.259;137.3
1704.27;137
1704.276;136.9
1704.288;136.6
1704.298;136.4
1704.31;136.1
1704.316;136
1704.327;135.7
1704.338;135.5
1704.349;135.2
1704.36;135
1704.37;134.7
1704.375;134.6
1704.387;134.3
1704.398;134.1
1704.41;133.8
1704.42;133.5
1704.426;133.4
1704.437;133.2
1704.448;132.9
1704.459;132.7
1704.47;132.4
1704.475;132.3
1704.486;132
1704.498;131.8
1704.508;131.5
1704.52;131.2
1704.525;131.1
1704.536;130.9
1704.548;130.6
1704.559;130.3
1704.57;130.1
1704.576;129.9
1704.588;129.7
1704.599;129.4
1704.61;129.1
1704.616;129.1
1704.627;128.6
1704.639;128.5
1704.655;128
1704.667;127.7
1704.678;127.6
1704.695;127
1704.707;126.8
1704.718;126.8
1704.732;126.2
1704.744;124.3
1704.756;122.2
1704.768;120.7
1704.779;119.8
1704.791;119
1704.802;118.3
1704.814;118.2
1704.824;118.1
1704.835;118
1704.847;117.9
1704.859;117.7
1704.871;117.5
1704.883;117.4
1704.895;117.1
1704.907;116.9
1704.919;116.6
1704.931;116.3
1704.942;116.1
1704.954;115.8
1704.966;115.5
1704.977;115.4
1704.989;115.3
1705.001;115.3
1705.013;115.3
1705.025;115.2
1705.037;115.1
1705.049;115.1
1705.061;115.1
1705.07;115.1
1705.082;115
1705.093;115
1705.104;115.1
1705.115;115.2
1705.127;115.2
1705.138;115.2
1705.149;115.1
1705.161;115
1705.172;115
1705.183;114.9
1705.195;114.8
1705.206;114.7
1705.218;114.7
1705.229;114.6
1705.241;114.6
1705.252;114.4
1705.263;113.4
1705.274;112.8
1705.286;112.6
1705.297;113.8
1705.309;114.9
1705.32;115.1
1705.332;115.3
1705.343;115.4
1705.354;115.3
1705.366;115.3
1705.377;115.3
1705.389;115.3
1705.4;115.3
1705.412;115.4
1705.423;115.5
1705.435;115.5
1705.446;115.6
1705.458;115.6
1705.469;115.6
1705.481;115.6
1705.492;115.6
1705.503;115.6
1705.514;115.6
1705.515;115.6
1705.528;115.6
1705.54;115.6
1705.551;115.6
1705.563;115.6
1705.574;115.7
1705.585;115.7
1705.597;115.7
1705.611;115.7
1705.623;115.7
1705.634;115.7
1705.645;115.8
1705.657;115.8
1705.669;115.9
1705.681;116
1705.693;116
1705.705;116.1
1705.717;116.1
1705.729;116.1
1705.74;116.1
1705.752;116.1
1705.764;116.1
1705.776;116.1
1705.788;116.1
1705.8;116.1
1705.812;116.1
1705.823;116.1
1705.835;116.1
1705.847;116.1
1705.859;116.3
1705.87;116.5
1705.882;116.9
1705.894;117.2
1705.906;117.4
1705.918;117.6
1705.93;117.9
1705.942;118.1
1705.953;118.3
1705.965;118.4
1705.977;118.9
1705.989;119.3
1706.001;119.6
1706.013;120
1706.025;120.4
1706.036;120.8
1706.047;120.8
1706.057;120.8
1706.074;122.8
1706.085;123.1
1706.097;123.3
1706.109;123.8
1706.121;124.2
1706.133;124.6
1706.145;125
1706.157;125.4
1706.169;125.8
1706.181;126.2
1706.193;126.6
1706.204;127.3
1706.216;127.6
1706.227;128
1706.24;128.3
1706.251;128.6
1706.263;128.9
1706.275;129.3
1706.287;129.6
1706.299;130
1706.311;130.3
1706.323;130.6
1706.335;131
1706.348;131.3
1706.36;131.7
1706.372;132
1706.384;132.3
1706.395;132.6
1706.407;133
1706.42;133.4
1706.432;133.9
1706.444;134.2
1706.456;134.7
1706.467;135.1
1706.48;135.5
1706.492;135.9
1706.504;136.3
1706.516;136.7
1706.528;137
1706.54;137.4
1706.552;137.8
1706.564;138.2
1706.577;138.5
1706.589;138.9
1706.601;139.3
1706.613;139.5
1706.625;139.8
1706.637;140
1706.649;140.2
1706.661;140.5
1706.673;140.7
1706.685;141
1706.697;141.2
1706.709;141.4
1706.72;141.5
1706.732;141.7
1706.744;141.9
1706.756;142
1706.768;142.2
1706.78;142.4
1706.792;142.5
1706.804;142.7
1706.816;142.9
1706.828;143
1706.84;143.2
1706.852;143.4
1706.865;143.6
1706.876;143.7
1706.888;143.9
1706.9;144.1
1706.912;144.3
1706.924;144.5
1706.936;144.7
1706.948;145
1706.96;145.2
1706.972;145.4
1706.984;145.6
1706.995;145.7
1707.012;146.2
1707.024;146.4
1707.036;146.6
1707.048;146.8
1707.06;147
1707.072;147.2
1707.084;147.4
1707.096;147.5
1707.106;147.6
1707.118;147.5
1707.129;147.4
1707.141;147.3
1707.153;147.2
1707.166;147.1
1707.177;147.1
1707.195;146.9
1707.207;146.8
1707.219;146.8
1707.231;146.8
1707.235;146.7
1707.251;146.6
1707.263;146.6
1707.277;146.5
1707.289;146.5
1707.301;146.4
1707.313;146.9
1707.325;147.3
1707.337;147.7
1707.349;148.1
1707.361;148.5
1707.373;149
1707.385;149.4
1707.397;149.8
1707.409;150.1
1707.42;150.4
1707.432;150.7
1707.443;151
1707.455;151.3
1707.467;151.6
1707.479;152
1707.491;152.2
1707.502;152.5
1707.515;152.7
1707.526;152.9
1707.538;153.1
1707.55;153.3
1707.562;153.4
1707.574;153.6
1707.586;153.8
1707.597;154
1707.609;154.1
1707.622;154.3
1707.634;154.4
1707.646;154.5
1707.658;154.6
1707.669;154.8
1707.681;154.9
1707.692;155
1707.704;155.2
1707.717;155.3
1707.728;155.4
1707.741;155.6
1707.753;155.7
1707.765;155.9
1707.776;156
1707.789;156.2
1707.801;156.3
1707.813;156.4
1707.824;156.5
1707.836;156.5
1707.848;156.6
1707.86;156.7
1707.872;156.7
1707.884;156.8
1707.896;156.9
1707.909;157
1707.921;157.1
1707.932;157.2
1707.944;157.2
1707.956;157.3
1707.968;157.4
1707.98;157.5
1707.992;157.6
1708.003;157.7
1708.015;157.8
1708.027;157.8
1708.038;157.9
1708.051;158
1708.063;158
1708.075;158.1
1708.087;158.1
1708.099;158.2
1708.111;158.2
1708.123;158.1
1708.135;158.1
1708.147;158.1
1708.159;158
1708.171;158
1708.183;158
1708.196;157.9
1708.206;157.9
1708.218;157.9
1708.23;157.8
1708.239;157.8
1708.256;157.8
1708.268;157.8
1708.279;157.8
1708.287;157.7
1708.298;157.7
1708.309;157.7
1708.32;157.6
1708.326;157.5
1708.337;157.4
1708.348;157.3
1708.359;157.2
1708.371;157.1
1708.376;157
1708.387;156.9
1708.398;156.8
1708.41;156.7
1708.415;156.7
1708.427;156.6
1708.438;156.5
1708.448;156.4
1708.46;156.3
1708.465;156.3
1708.477;156.2
1708.487;156.1
1708.499;156.1
1708.51;156
1708.516;156
1708.527;155.9
1708.538;155.9
1708.549;155.9
1708.56;155.8
1708.566;155.8
1708.577;155.8
1708.588;155.8
1708.599;155.7
1708.61;155.7
1708.616;155.8
1708.627;155.9
1708.638;156
1708.649;156.1
1708.66;156.3
1708.666;156.3
1708.677;156.4
1708.688;156.6
1708.699;156.7
1708.71;156.8
1708.716;157
1708.727;157.4
1708.739;157.7
1708.75;158.1
1708.755;158.3
1708.767;158.6
1708.778;158.9
1708.788;159.3
1708.799;159.7
1708.811;160
1708.816;160.1
1708.827;160.4
1708.838;160.7
1708.849;161
1708.86;161.2
1708.866;161.4
1708.877;161.6
1708.887;161.9
1708.897;162.2
1708.907;162.4
1708.918;162.6
1708.929;162.8
1708.94;162.9
1708.945;163
1708.956;163.2
1708.968;163.4
1708.979;163.5
1708.99;163.7
1708.996;163.8
1709.007;163.9
1709.018;164.1
1709.029;164.2
1709.04;164.3
1709.046;164.4
1709.057;164.5
1709.068;164.7
1709.079;164.8
1709.09;164.9
1709.096;165
1709.107;165.1
1709.118;165.2
1709.129;165.3
1709.14;165.4
1709.146;165.4
1709.157;165.5
1709.168;165.6
1709.179;165.7
1709.185;165.7
1709.196;165.8
1709.207;165.8
1709.219;165.9
1709.23;166
1709.235;166
1709.246;166.1
1709.257;166.2
1709.268;166.3
1709.279;166.3
1709.285;166.4
1709.296;166.5
1709.308;166.5
1709.319;166.6
1709.33;166.7
1709.335;166.7
1709.346;166.7
1709.358;166.8
1709.369;166.8
1709.38;166.9
1709.386;166.9
1709.397;167
1709.408;167
1709.419;167
1709.43;166.9
1709.436;166.9
1709.447;166.9
1709.459;166.8
1709.47;166.7
1709.475;166.7
1709.486;166.7
1709.498;166.6
1709.509;166.6
1709.52;166.1
1709.526;165.8
1709.537;165.3
1709.548;164.7
1709.559;164.2
1709.571;163.6
1709.576;163.4
1709.587;162.8
1709.598;162.3
1709.609;161.8
1709.615;161.8
1709.627;161.8
1709.638;161.8
1709.648;161.9
1709.66;161.9
1709.665;161.9
1709.676;161.9
1709.688;162
1709.699;162
1709.71;162
1709.716;162.1
1709.727;162.3
1709.739;162.5
1709.749;162.7
1709.755;162.8
1709.767;163
1709.778;163.2
1709.79;163.4
1709.795;163.5
1709.806;163.7
1709.817;163.9
1709.828;164.2
1709.839;164.5
1709.85;164.7
1709.856;164.9
1709.867;165.2
1709.878;165.4
1709.89;165.7
1709.895;165.9
1709.907;166.2
1709.918;166.6
1709.929;167.1
1709.94;167.6
1709.946;167.9
1709.957;168.4
1709.968;168.9
1709.979;169.4
1709.99;169.9
1709.996;170.2
1710.007;170.7
1710.018;171.4
1710.03;172.1
1710.035;172.4
1710.046;173.1
1710.057;173.8
1710.068;174.5
1710.079;175.2
1710.09;176
1710.096;176.3
1710.107;177.1
1710.119;177.3
1710.13;177.4
1710.135;177.5
1710.146;177.6
1710.157;177.6
1710.168;177.7
1710.179;177.8
1710.19;177.9
1710.196;178
1710.206;178.1
1710.217;178.2
1710.229;178.3
1710.24;178.3
1710.246;178.4
1710.257;178.5
1710.268;178.5
1710.279;178.6
1710.29;178.7
1710.296;178.7
1710.307;178.8
1710.318;179.2
1710.329;179.8
1710.34;180.3
1710.345;180.6
1710.356;181.2
1710.368;181.7
1710.379;182.3
1710.39;182.9
1710.395;183.1
1710.407;183.7
1710.417;184
1710.429;184.2
1710.439;184.4
1710.445;184.5
1710.456;184.6
1710.468;184.8
1710.479;185
1710.49;185.2
1710.496;185.3
1710.507;185.4
1710.518;185.5
1710.529;185.6
1710.54;185.6
1710.546;185.6
1710.557;185.7
1710.568;185.7
1710.579;185.8
1710.59;185.8
1710.596;185.8
1710.607;185.9
1710.618;185.7
1710.629;185.4
1710.635;185.3
1710.646;185.1
1710.657;184.8
1710.668;184.5
1710.679;184.2
1710.685;184.1
1710.696;183.8
1710.707;183.6
1710.719;183.3
1710.73;183
1710.735;182.9
1710.747;182.6
1710.757;182.4
1710.767;182.1
1710.779;181.8
1710.79;181.5
1710.796;181.4
1710.807;181.1
1710.818;180.7
1710.829;180.2
1710.839;179.7
1710.85;179.1
1710.856;178.9
1710.867;178.4
1710.878;177.9
1710.888;177.4
1710.899;176.8
1710.91;176.3
1710.916;176.3
1710.926;176.5
1710.937;176.6
1710.947;176.7
1710.958;176.8
1710.969;176.9
1710.98;177
1710.986;177.1
1710.996;177.2
1711.007;177.3
1711.018;177.4
1711.029;177.4
1711.039;177.4
1711.05;177.5
1711.055;177.5
1711.066;177.5
1711.077;177.5
1711.088;177.5
1711.099;177.6
1711.11;177.6
1711.116;177.7
1711.127;178
1711.139;178.3
1711.15;178.6
1711.156;178.8
1711.167;179.1
1711.178;179.4
1711.189;179.7
1711.2;180
1711.206;180.1
